timestamp,bar_index,open,high,low,close,slope_high,slope_low,volatility,direction,price_change,csi
2025-01-03 19:00:00+00:00,0,1.10826,1.10864,1.10819,1.10842,,,,,,
2025-01-03 20:00:00+00:00,1,1.10844,1.10858,1.1082,1.10857,,,,,,
2025-01-03 21:00:00+00:00,2,1.10854,1.10856,1.107,1.10774,,,,,,5386.6666666652445
2025-01-05 22:00:00+00:00,3,1.10736,1.10736,1.10634,1.10665,,,,,,6535.111111109674
2025-01-05 23:00:00+00:00,4,1.10664,1.10786,1.10664,1.10752,,,,,,6797.83303303174
2025-01-06 00:00:00+00:00,5,1.1075,1.10768,1.10697,1.10748,,,,,,6348.7277855621405
2025-01-06 01:00:00+00:00,6,1.10748,1.10846,1.10678,1.10826,,,,,,6530.563264076208
2025-01-06 02:00:00+00:00,7,1.10825,1.10864,1.10772,1.10836,,,,,,5747.287481571098
2025-01-06 03:00:00+00:00,8,1.10835,1.10848,1.1069,1.10694,2.5321968191727158,,,,,5882.564045736505
2025-01-06 04:00:00+00:00,9,1.10694,1.10703,1.1065,1.10688,2.5321968191727158,,,,,5245.634680229133
2025-01-06 05:00:00+00:00,10,1.10688,1.10765,1.10672,1.10758,2.5321968191727158,0.6597097154769038,0.9,,0.8,4685.037302457443
2025-01-06 06:00:00+00:00,11,1.10759,1.1077,1.10705,1.10748,2.5321968191727158,0.6597097154769038,0.7272727272727273,0.1,,3999.287555701079
2025-01-06 07:00:00+00:00,12,1.10752,1.108,1.10732,1.10744,-12.73456061714413,0.6597097154769038,0.5,0.09090909090909091,,3413.1670082206283
2025-01-06 08:00:00+00:00,13,1.10742,1.10802,1.10726,1.10799,-12.73456061714413,16.426403688019285,0.46153846153846156,0.08333333333333333,0.7692307692307693,2945.725603314029
2025-01-06 09:00:00+00:00,14,1.10799,1.1082,1.10768,1.10815,-12.73456061714413,16.426403688019285,0.42857142857142855,0.07692307692307693,0.7142857142857143,2533.4567124602136
2025-01-06 10:00:00+00:00,15,1.10814,1.10828,1.10798,1.10813,-12.73456061714413,16.426403688019285,0.3333333333333333,0.07142857142857142,,2147.740754629728
2025-01-06 11:00:00+00:00,16,1.10819,1.1089,1.10764,1.10769,21.248213860442448,16.426403688019285,0.5,0.06666666666666667,,2248.309457295297
2025-01-06 12:00:00+00:00,17,1.1077,1.10842,1.10745,1.10831,21.248213860442448,16.35427711908183,0.5294117647058824,0.0625,0.8235294117647058,2117.843938969865
2025-01-06 13:00:00+00:00,18,1.10832,1.10884,1.10806,1.1084,21.248213860442448,16.35427711908183,0.5,0.058823529411764705,0.5555555555555556,2091.6907989936426
2025-01-06 14:00:00+00:00,19,1.1084,1.10864,1.10728,1.10754,10.621976343629717,16.35427711908183,0.8421052631578947,0.05555555555555555,,2058.8900253740403
2025-01-06 15:00:00+00:00,20,1.10752,1.1081,1.10713,1.10734,10.621976343629717,16.35427711908183,0.85,0.05263157894736842,,1951.6612124023736
2025-01-06 16:00:00+00:00,21,1.10736,1.10742,1.1069,1.10727,10.621976343629717,16.35427711908183,0.6190476190476191,0.05,,1819.620624477228
2025-01-06 17:00:00+00:00,22,1.10722,1.10727,1.10654,1.10666,10.621976343629717,16.35427711908183,0.5,0.14285714285714285,,1887.3034600525204
2025-01-06 18:00:00+00:00,23,1.10666,1.10718,1.10666,1.1071,10.621976343629717,-15.21010532153673,0.30434782608695654,0.22727272727272727,0.782608695652174,1876.417098081765
2025-01-06 19:00:00+00:00,24,1.10708,1.10734,1.107,1.10706,10.621976343629717,-15.21010532153673,0.2916666666666667,0.21739130434782608,,1706.40090915592
2025-01-06 20:00:00+00:00,25,1.10705,1.1071,1.10668,1.10683,-15.2971983797544,-15.21010532153673,0.16,0.2916666666666667,,1693.429737996955
2025-01-06 21:00:00+00:00,26,1.10682,1.10694,1.10654,1.10682,-15.2971983797544,-15.21010532153673,0.11538461538461539,0.4,,1707.4476324508723
2025-01-06 22:00:00+00:00,27,1.10678,1.10716,1.10608,1.10686,-15.2971983797544,2.406775210069796,0.2222222222222222,0.4230769230769231,0.6296296296296297,1955.444499391838
2025-01-06 23:00:00+00:00,28,1.10677,1.10689,1.10618,1.10654,-15.164241622585545,2.406775210069796,0.25,0.48148148148148145,,2041.002158310838
2025-01-07 00:00:00+00:00,29,1.10653,1.10724,1.10645,1.10706,-15.164241622585545,2.406775210069796,0.27586206896551724,0.39285714285714285,0.8275862068965517,1937.5131804245636
2025-01-07 01:00:00+00:00,30,1.10706,1.10732,1.10643,1.10692,-15.164241622585545,2.406775210069796,0.43333333333333335,0.27586206896551724,,1841.2260240825917
2025-01-07 02:00:00+00:00,31,1.1069,1.10695,1.10593,1.10601,-15.164241622585545,2.406775210069796,0.45161290322580644,0.3,,1997.0289535172965
2025-01-07 03:00:00+00:00,32,1.106,1.10635,1.10565,1.10582,-15.164241622585545,2.406775210069796,0.4375,0.45161290322580644,,2114.083135371795
2025-01-07 04:00:00+00:00,33,1.1058,1.10588,1.10541,1.10584,-15.164241622585545,2.406775210069796,0.3333333333333333,0.59375,0.6363636363636364,2188.1596368370106
2025-01-07 05:00:00+00:00,34,1.10588,1.10612,1.10564,1.10595,-15.164241622585545,-12.627614876318598,0.17647058823529413,0.5757575757575758,0.7352941176470589,2086.004910332576
2025-01-07 06:00:00+00:00,35,1.10598,1.10634,1.10554,1.10616,-15.164241622585545,-12.627614876318598,0.2571428571428571,0.5,0.8,2030.7569959880007
2025-01-07 07:00:00+00:00,36,1.10616,1.10632,1.10542,1.10556,-7.013428063073897,-12.627614876318598,0.4444444444444444,0.45714285714285713,,2063.990517312097
2025-01-07 08:00:00+00:00,37,1.10559,1.10566,1.10438,1.10479,-7.013428063073897,-12.627614876318598,0.6216216216216216,0.6388888888888888,,2536.708268936467
2025-01-07 09:00:00+00:00,38,1.10484,1.10508,1.1044,1.10508,-7.013428063073897,-15.768229166664689,0.5263157894736842,0.6756756756756757,0.8157894736842105,2711.143890451458
2025-01-07 10:00:00+00:00,39,1.10514,1.10576,1.10508,1.10558,-7.013428063073897,-15.768229166664689,0.48717948717948717,0.631578947368421,0.8461538461538461,2463.1822721137123
2025-01-07 11:00:00+00:00,40,1.10558,1.10593,1.10516,1.10542,-6.567095588234846,-15.768229166664689,0.475,0.46153846153846156,,2210.5769480069175
2025-01-07 12:00:00+00:00,41,1.10546,1.10674,1.10534,1.1064,-6.567095588234846,21.450853068503346,0.8292682926829268,0.375,0.99,2365.175460058383
2025-01-07 13:00:00+00:00,42,1.10642,1.1069,1.10597,1.106,-6.567095588234846,21.450853068503346,0.8571428571428571,0.34146341463414637,,2371.1183271105115
2025-01-07 14:00:00+00:00,43,1.10602,1.10626,1.10544,1.10582,-6.567095588234846,21.450853068503346,0.813953488372093,0.16666666666666666,,2075.6462249741444
2025-01-07 15:00:00+00:00,44,1.10582,1.10678,1.1056,1.10631,-6.567095588234846,2.2400809261560304,0.9545454545454546,0.13953488372093023,0.8181818181818182,2123.048376040452
2025-01-07 16:00:00+00:00,45,1.10632,1.10683,1.10618,1.10658,-6.567095588234846,2.2400809261560304,0.8444444444444444,0.09090909090909091,0.7555555555555555,2014.9434525794757
2025-01-07 17:00:00+00:00,46,1.10655,1.10666,1.106,1.10611,11.249402626336433,2.2400809261560304,0.6739130434782609,0.06666666666666667,,1829.338268926349
